name,processed_text,sentiment_label
Hilton Garden Inn New York Times Square North,hilton garden inn new york time squar north,Very Good
The Fifty Sonesta Hotel New York,fifti sonesta hotel new york,Very Good
Fairfield By Marriott New York Manhattan Times Square,fairfield marriott new york manhattan time squar,Very Good
Moxy NYC Lower East Side,moxi nyc lower east side,Very Good
DoubleTree by Hilton New York Times Square South,doubletre hilton new york time squar south,Very Good
Executive Hotel Le Soleil New York,execut hotel le soleil new york,Excellent
"Thompson Central Park New York, by Hyatt",thompson central park new york hyatt,Very Good
InterContinental New York Barclay Hotel by IHG,intercontinent new york barclay hotel ihg,Very Good
La Quinta by Wyndham Time Square South,la quinta wyndham time squar south,Very Good
Hotel Indigo Lower East Side New York by IHG,hotel indigo lower east side new york ihg,Good
"Club Quarters Hotel Grand Central, New York",club quarter hotel grand central new york,Very Good
Grayson Hotel,grayson hotel,Excellent
Pod 51,pod 51,Good
The FIDI Hotel,fidi hotel,Very Good
DoubleTree by Hilton New York Midtown Fifth Ave,doubletre hilton new york midtown fifth ave,Good
Riverside Tower Hotel,riversid tower hotel,Very Good
Hyatt Centric Midtown 5th Avenue New York,hyatt centric midtown 5th avenu new york,Very Good
Millennium Hotel Broadway Times Square,millennium hotel broadway time squar,Good
"The New Yorker, A Wyndham Hotel",new yorker wyndham hotel,Good
"Hotel Shocard Broadway, Times Square",hotel shocard broadway time squar,Good
Hampton Inn by Hilton New York Times Square,hampton inn hilton new york time squar,Good
M Social Hotel Times Square New York,social hotel time squar new york,Very Good
Hyatt Place New York City - Times Square,hyatt place new york citi time squar,Good
Paramount Hotel Times Square,paramount hotel time squar,Good
Romer Hell's Kitchen,romer hell kitchen,Excellent
"The Mayfair Hotel Times Square, Ascend Hotel Collection",mayfair hotel time squar ascend hotel collect,Very Good
Archer Hotel New York,archer hotel new york,Excellent
"The Historic Blue Angel Hotel Lexington Ave, Ascend Hotel Collection",histor blue angel hotel lexington ave ascend hotel collect,Excellent
Hotel Edison Times Square,hotel edison time squar,Good
The Chelsean New York,chelsean new york,Good
The Frederick Hotel Tribeca,frederick hotel tribeca,Very Good
Hotel Belleclaire Central Park,hotel belleclair central park,Very Good
Fairfield Inn & Suites by Marriott New York Manhattan/Fifth Avenue,fairfield inn suit marriott new york manhattanfifth avenu,Good
Hyatt Place New York Chelsea,hyatt place new york chelsea,Good
Pod Times Square,pod time squar,Very Good
Hyatt Centric Wall Street New York,hyatt centric wall street new york,Very Good
Warwick New York,warwick new york,Very Good
Fairfield Inn by Marriott New York Manhattan/Financial District,fairfield inn marriott new york manhattanfinanci district,Good
Westgate New York Grand Central,westgat new york grand central,Very Good
Renaissance New York Midtown Hotel,renaiss new york midtown hotel,Excellent
Little Charlie Hotel,littl charli hotel,Very Good
"The Cloud One New York-Downtown, by the Motel One Group",cloud one new yorkdowntown motel one group,Excellent
Millennium Downtown New York,millennium downtown new york,Good
The Gregorian New York City,gregorian new york citi,Very Good
Citadines Connect Fifth Avenue New York,citadin connect fifth avenu new york,Good
Hotel Hayden New York,hotel hayden new york,Good
MOXY NYC Times Square,moxi nyc time squar,Very Good
Hilton Garden Inn New York Times Square North,hilton garden inn new york time squar north,Very Good
The Fifty Sonesta Hotel New York,fifti sonesta hotel new york,Very Good
Fairfield By Marriott New York Manhattan Times Square,fairfield marriott new york manhattan time squar,Very Good
Moxy NYC Lower East Side,moxi nyc lower east side,Very Good
DoubleTree by Hilton New York Times Square South,doubletre hilton new york time squar south,Very Good
Executive Hotel Le Soleil New York,execut hotel le soleil new york,Excellent
"Thompson Central Park New York, by Hyatt",thompson central park new york hyatt,Very Good
InterContinental New York Barclay Hotel by IHG,intercontinent new york barclay hotel ihg,Very Good
La Quinta by Wyndham Time Square South,la quinta wyndham time squar south,Very Good
"Club Quarters Hotel Grand Central, New York",club quarter hotel grand central new york,Very Good
Pod 51,pod 51,Good
Riverside Tower Hotel,riversid tower hotel,Very Good
Grayson Hotel,grayson hotel,Excellent
Pod Times Square,pod time squar,Very Good
DoubleTree by Hilton New York Midtown Fifth Ave,doubletre hilton new york midtown fifth ave,Good
Hyatt Centric Midtown 5th Avenue New York,hyatt centric midtown 5th avenu new york,Very Good
Millennium Hotel Broadway Times Square,millennium hotel broadway time squar,Good
Comfort Inn Manhattan - Midtown West,comfort inn manhattan midtown west,Good
"The New Yorker, A Wyndham Hotel",new yorker wyndham hotel,Good
The FIDI Hotel,fidi hotel,Very Good
Pod 39,pod 39,Very Good
The Frederick Hotel Tribeca,frederick hotel tribeca,Very Good
Hyatt Centric Wall Street New York,hyatt centric wall street new york,Very Good
Hyatt Place New York City - Times Square,hyatt place new york citi time squar,Good
Romer Hell's Kitchen,romer hell kitchen,Excellent
Hotel Edison Times Square,hotel edison time squar,Good
Archer Hotel New York,archer hotel new york,Excellent
"The Mayfair Hotel Times Square, Ascend Hotel Collection",mayfair hotel time squar ascend hotel collect,Very Good
Four Points by Sheraton Manhattan SoHo Village,four point sheraton manhattan soho villag,Very Good
Warwick New York,warwick new york,Very Good
Renaissance New York Midtown Hotel,renaiss new york midtown hotel,Excellent
Hampton Inn by Hilton New York Times Square,hampton inn hilton new york time squar,Good
Hotel Belleclaire Central Park,hotel belleclair central park,Very Good
Westgate New York Grand Central,westgat new york grand central,Very Good
M Social Hotel Times Square New York,social hotel time squar new york,Very Good
"Hotel Shocard Broadway, Times Square",hotel shocard broadway time squar,Good
TownePlace Suites by Marriott New York Manhattan/Chelsea,towneplac suit marriott new york manhattanchelsea,Very Good
MOXY NYC Times Square,moxi nyc time squar,Very Good
Fairfield Inn by Marriott New York Manhattan/Financial District,fairfield inn marriott new york manhattanfinanci district,Good
Paramount Hotel Times Square,paramount hotel time squar,Good
DoubleTree by Hilton New York Times Square South,doubletre hilton new york time squar south,Very Good
Millennium Downtown New York,millennium downtown new york,Good
The Chelsean New York,chelsean new york,Good
Hilton Garden Inn New York Times Square North,hilton garden inn new york time squar north,Very Good
Citadines Connect Fifth Avenue New York,citadin connect fifth avenu new york,Good
The Fifty Sonesta Hotel New York,fifti sonesta hotel new york,Very Good
Executive Hotel Le Soleil New York,execut hotel le soleil new york,Excellent
Renaissance New York Chelsea Hotel,renaiss new york chelsea hotel,Very Good
"The Historic Blue Angel Hotel Lexington Ave, Ascend Hotel Collection",histor blue angel hotel lexington ave ascend hotel collect,Excellent
Fairfield Inn & Suites by Marriott New York Manhattan/Fifth Avenue,fairfield inn suit marriott new york manhattanfifth avenu,Good
"U Hotel Fifth Avenue, Empire State Building",u hotel fifth avenu empir state build,Very Good
The Gregorian New York City,gregorian new york citi,Very Good
Courtyard by Marriott New York Manhattan/Central Park,courtyard marriott new york manhattancentr park,Very Good
InterContinental New York Barclay Hotel by IHG,intercontinent new york barclay hotel ihg,Very Good
Hyatt Place New York Chelsea,hyatt place new york chelsea,Good
Homewood Suites Midtown Manhattan Times Square South,homewood suit midtown manhattan time squar south,Very Good
"Club Quarters Hotel Grand Central, New York",club quarter hotel grand central new york,Very Good
Pod 51,pod 51,Good
Riverside Tower Hotel,riversid tower hotel,Very Good
Grayson Hotel,grayson hotel,Excellent
Pod Times Square,pod time squar,Very Good
DoubleTree by Hilton New York Midtown Fifth Ave,doubletre hilton new york midtown fifth ave,Good
Hyatt Centric Midtown 5th Avenue New York,hyatt centric midtown 5th avenu new york,Very Good
Millennium Hotel Broadway Times Square,millennium hotel broadway time squar,Good
Comfort Inn Manhattan - Midtown West,comfort inn manhattan midtown west,Good
"The New Yorker, A Wyndham Hotel",new yorker wyndham hotel,Good
The FIDI Hotel,fidi hotel,Very Good
Pod 39,pod 39,Very Good
The Frederick Hotel Tribeca,frederick hotel tribeca,Very Good
Hyatt Centric Wall Street New York,hyatt centric wall street new york,Very Good
Hyatt Place New York City - Times Square,hyatt place new york citi time squar,Good
Romer Hell's Kitchen,romer hell kitchen,Excellent
Hotel Edison Times Square,hotel edison time squar,Good
Archer Hotel New York,archer hotel new york,Excellent
"The Mayfair Hotel Times Square, Ascend Hotel Collection",mayfair hotel time squar ascend hotel collect,Very Good
Four Points by Sheraton Manhattan SoHo Village,four point sheraton manhattan soho villag,Very Good
Warwick New York,warwick new york,Very Good
Renaissance New York Midtown Hotel,renaiss new york midtown hotel,Excellent
Hampton Inn by Hilton New York Times Square,hampton inn hilton new york time squar,Good
Hotel Belleclaire Central Park,hotel belleclair central park,Very Good
Westgate New York Grand Central,westgat new york grand central,Very Good
M Social Hotel Times Square New York,social hotel time squar new york,Very Good
"Hotel Shocard Broadway, Times Square",hotel shocard broadway time squar,Good
TownePlace Suites by Marriott New York Manhattan/Chelsea,towneplac suit marriott new york manhattanchelsea,Very Good
MOXY NYC Times Square,moxi nyc time squar,Very Good
Fairfield Inn by Marriott New York Manhattan/Financial District,fairfield inn marriott new york manhattanfinanci district,Good
Paramount Hotel Times Square,paramount hotel time squar,Good
DoubleTree by Hilton New York Times Square South,doubletre hilton new york time squar south,Very Good
Millennium Downtown New York,millennium downtown new york,Good
The Chelsean New York,chelsean new york,Good
Hilton Garden Inn New York Times Square North,hilton garden inn new york time squar north,Very Good
Citadines Connect Fifth Avenue New York,citadin connect fifth avenu new york,Good
The Fifty Sonesta Hotel New York,fifti sonesta hotel new york,Very Good
Executive Hotel Le Soleil New York,execut hotel le soleil new york,Excellent
Renaissance New York Chelsea Hotel,renaiss new york chelsea hotel,Very Good
"The Historic Blue Angel Hotel Lexington Ave, Ascend Hotel Collection",histor blue angel hotel lexington ave ascend hotel collect,Excellent
Fairfield Inn & Suites by Marriott New York Manhattan/Fifth Avenue,fairfield inn suit marriott new york manhattanfifth avenu,Good
"U Hotel Fifth Avenue, Empire State Building",u hotel fifth avenu empir state build,Very Good
The Gregorian New York City,gregorian new york citi,Very Good
Courtyard by Marriott New York Manhattan/Central Park,courtyard marriott new york manhattancentr park,Very Good
InterContinental New York Barclay Hotel by IHG,intercontinent new york barclay hotel ihg,Very Good
Hyatt Place New York Chelsea,hyatt place new york chelsea,Good
Homewood Suites Midtown Manhattan Times Square South,homewood suit midtown manhattan time squar south,Very Good
Pod 51,pod 51,Good
The Evelyn NoMad,evelyn nomad,Very Good
DoubleTree by Hilton New York Times Square South,doubletre hilton new york time squar south,Very Good
Pod Times Square,pod time squar,Very Good
Grayson Hotel,grayson hotel,Excellent
Pod 39,pod 39,Very Good
The Frederick Hotel Tribeca,frederick hotel tribeca,Very Good
Riverside Tower Hotel,riversid tower hotel,Very Good
Hampton Inn by Hilton New York Times Square,hampton inn hilton new york time squar,Good
Hyatt Centric Midtown 5th Avenue New York,hyatt centric midtown 5th avenu new york,Very Good
Romer Hell's Kitchen,romer hell kitchen,Excellent
DoubleTree by Hilton New York Midtown Fifth Ave,doubletre hilton new york midtown fifth ave,Good
Millennium Hotel Broadway Times Square,millennium hotel broadway time squar,Good
Millennium Downtown New York,millennium downtown new york,Good
Hyatt Place New York City - Times Square,hyatt place new york citi time squar,Good
Fairfield Inn by Marriott New York Manhattan/Financial District,fairfield inn marriott new york manhattanfinanci district,Good
Hotel Edison Times Square,hotel edison time squar,Good
Archer Hotel New York,archer hotel new york,Excellent
M Social Hotel Times Square New York,social hotel time squar new york,Very Good
